batter,Runs,Balls,StrikeRate,BoundaryRuns,BoundaryPct,Runs_Scaled,SR_Scaled,Boundary_Scaled,ImpactScore,AggressiveImpact,Cluster
AT Rayudu,4348,3409,127.54473452625403,2474.0,56.89972401103955,0.5014415868988583,0.3188618363156351,0.5689972401103955,0.46017879236619874,0.4236628422495541,3
Abhishek Sharma,1816,1114,163.01615798922802,1302.0,71.69603524229075,0.20943374466612846,0.40754039497307004,0.7169603524229075,0.37037106130956676,0.409992391370955,2
B Sai Sudharsan,1793,1229,145.89096826688365,1050.0,58.561070831009474,0.20678122477222927,0.3647274206672091,0.5856107083100948,0.3299309802482963,0.3615202194272923,0
BA Stokes,935,698,133.9541547277937,516.0,55.18716577540107,0.10783070003459809,0.33488538681948427,0.5518716577540107,0.26475529761394645,0.31016623497092366,1
BB McCullum,2882,2190,131.59817351598173,1952.0,67.73074253990285,0.33237227540076114,0.32899543378995433,0.6773074253990284,0.4003462529171725,0.3996708845950112,0
BJ Hodge,1400,1118,125.22361359570662,746.0,53.28571428571428,0.1614577326721255,0.31305903398926654,0.5328571428571428,0.2812180051042713,0.31153826536769946,1
CA Lynn,1329,945,140.63492063492063,924.0,69.52595936794582,0.15326951908661055,0.35158730158730156,0.6952595936794581,0.32116286875538735,0.36082642525552555,0
CH Gayle,4997,3346,149.34249850567844,3786.0,75.76545927556533,0.5762887786875793,0.3733562462641961,0.7576545927556534,0.5516821817741792,0.5110956752895025,2
CL White,971,760,127.76315789473685,532.0,54.78887744593203,0.11198247030330988,0.3194078947368421,0.5478887744593203,0.2613913584645716,0.30287644335127806,1
D Padikkal,1806,1430,126.2937062937063,1104.0,61.12956810631229,0.20828047514704187,0.3157342657342657,0.6112956810631229,0.32111965350642524,0.34261041162387,1
DA Miller,3077,2221,138.5411976587123,1708.0,55.50861228469288,0.3548610310229501,0.3463529941467807,0.5550861228469288,0.39235363832489506,0.39065203094966117,0
DA Warner,6567,4702,139.6639727775415,4068.0,61.94609410689813,0.7573520931841772,0.3491599319438537,0.6194609410689813,0.6073162143890409,0.5256777821409763,3
DJ Bravo,1560,1204,129.56810631229237,876.0,56.15384615384615,0.17991004497751126,0.3239202657807309,0.5615384615384615,0.29943879453066724,0.32824083869131115,1
DJ Hooda,1497,1173,127.62148337595909,764.0,51.03540414161657,0.1726444470072656,0.3190537084398977,0.5103540414161657,0.28410914431883527,0.3133909966053617,1
DJ Hussey,1322,1075,122.97674418604652,720.0,54.46293494704992,0.1524622304232499,0.3074418604651163,0.5446293494704992,0.2773895432452597,0.30838546925363297,1
DP Conway,1080,773,139.71539456662353,672.0,62.22222222222222,0.12455310806135393,0.34928848641655885,0.6222222222222222,0.2915075444000891,0.3364546200711301,0
DPMD Jayawardene,1808,1464,123.49726775956285,1040.0,57.52212389380531,0.2085111290508592,0.3087431693989071,0.5752212389380531,0.3119227631327124,0.33196917120232194,1
DR Smith,2385,1764,135.20408163265304,1682.0,70.52410901467505,0.27505478030215663,0.3380102040816326,0.7052410901467505,0.3799786694049182,0.3925697541608134,0
EJG Morgan,1406,1148,122.47386759581882,832.0,59.17496443812234,0.16214969438357743,0.30618466898954705,0.5917496443812233,0.2912801767648975,0.32008717168609147,1
F du Plessis,4773,3515,135.78947368421052,2804.0,58.74711921223549,0.5504555414600392,0.3394736842105263,0.5874711921223549,0.49456411441764847,0.4523677429677459,3
G Gambhir,4217,3404,123.88366627497062,2322.0,55.0628408821437,0.4863337561988237,0.30970916568742657,0.550628408821437,0.4462053095699272,0.41088039146764777,3
GC Smith,739,668,110.62874251497006,430.0,58.18673883626523,0.08522661746050052,0.27657185628742514,0.5818673883626523,0.24195834328900828,0.2802273910543932,1
GJ Bailey,663,544,121.875,350.0,52.79034690799397,0.07646176911544228,0.3046875,0.5279034690799397,0.23521782837370908,0.2808629745506206,1
GJ Maxwell,2820,1818,155.1155115511551,1918.0,68.01418439716312,0.32522200438242416,0.38778877887788776,0.6801418439716312,0.4149760046489046,0.4274893595479974,2
H Klaasen,1480,872,169.72477064220183,926.0,62.56756756756757,0.17068388882481836,0.4243119266055046,0.6256756756756757,0.33777065752919566,0.38849626508533297,2
HH Gibbs,886,807,109.78934324659231,518.0,58.465011286681715,0.1021796793910737,0.27447335811648077,0.5846501128668171,0.2503618697038445,0.28482060544892596,1
HH Pandya,2758,1876,147.01492537313433,1728.0,62.65409717186367,0.3180717333640872,0.36753731343283585,0.6265409717186367,0.3946052550556217,0.40449837106937137,0
Harbhajan Singh,833,604,137.91390728476821,568.0,68.18727490996399,0.09606735093991466,0.34478476821192056,0.6818727490996399,0.2878436557534615,0.33758713920786265,0
IK Pathan,1150,950,121.05263157894737,580.0,50.43478260869565,0.13262599469496023,0.3026315789473684,0.5043478260869565,0.25797203624908194,0.29197315309956356,1
Ishan Kishan,2998,2178,137.6492194674013,1956.0,65.24349566377585,0.3457502018221658,0.3441230486685033,0.6524349566377584,0.4065990068391856,0.40627357620845306,0
JA Morkel,975,687,141.92139737991266,574.0,58.87179487179487,0.11244377811094453,0.3548034934497817,0.5887179487179487,0.2804065268339965,0.32887846990176395,0
JC Buttler,4121,2760,149.31159420289853,2742.0,66.53724824071827,0.4752623688155922,0.3732789855072463,0.6653724824071827,0.48268937654140653,0.4622926998797373,0
JH Kallis,2427,2222,109.22592259225922,1284.0,52.90482076637824,0.2798985122823204,0.27306480648064807,0.5290482076637825,0.3276783396181111,0.32631159845777663,1
JM Bairstow,1674,1146,146.07329842931938,1136.0,67.86140979689367,0.1930573174950986,0.36518324607329844,0.6786140979689367,0.34180645216332617,0.37623163787896613,0
JM Sharma,991,631,157.05229793977813,680.0,68.6175580221998,0.1142890093414831,0.3926307448494453,0.686175580221998,0.31216884416997476,0.3678371912715672,2
JP Duminy,2029,1636,124.02200488997555,978.0,48.20108427796944,0.2339983854226733,0.31005501222493886,0.4820108427796944,0.3064178649347572,0.3216291902952103,1
KA Pollard,3437,2329,147.57406612279948,2228.0,64.82397439627582,0.39637873371006804,0.3689351653069987,0.6482397439627582,0.4385178652396853,0.4330291515590714,0
KC Sangakkara,1687,1392,121.19252873563218,942.0,55.838767042086545,0.19455656786991118,0.30298132183908044,0.5583876704208655,0.2998502145708528,0.3215351653646867,1
KD Karthik,4843,3580,135.27932960893853,2830.0,58.43485442907289,0.5585284280936454,0.3381983240223463,0.5843485442907289,0.4975934201116724,0.45352739929741254,3
KH Pandya,1756,1326,132.4283559577677,1002.0,57.061503416856496,0.2025141275516088,0.33107088989441924,0.570615034168565,0.3147013375778432,0.3404126900464053,1
KK Nair,1694,1286,131.7262830482115,1034.0,61.038961038961034,0.19536385653327182,0.3293157076205288,0.6103896103896104,0.31855456263071663,0.34534493284816803,0
KL Rahul,5235,3848,136.04469854469855,3060.0,58.45272206303726,0.6037365932418406,0.34011174636174635,0.5845272206303725,0.5208072646555186,0.46808229527949985,3
KM Jadhav,1208,981,123.13965341488277,648.0,53.64238410596026,0.13931495790566256,0.30784913353720694,0.5364238410596026,0.2692969872259139,0.3030038223522228,1
KP Pietersen,1001,743,134.72409152086138,604.0,60.33966033966034,0.11544227886056972,0.33681022880215344,0.6033966033966034,0.2794435287502516,0.32371711873856834,0
KS Williamson,2132,1697,125.63347083087801,1132.0,53.09568480300187,0.24587706146926536,0.31408367707719503,0.5309568480300187,0.323355003463795,0.3369963265853809,1
LMP Simmons,1079,852,126.6431924882629,700.0,64.87488415199259,0.12443778110944528,0.31660798122065725,0.6487488415199258,0.286951053224905,0.3253850932471474,0
LRPL Taylor,1017,822,123.72262773722629,540.0,53.09734513274337,0.11728751009110829,0.3093065693430657,0.5309734513274337,0.2576304161139606,0.2960342279643521,1
LS Livingstone,1051,662,158.76132930513594,730.0,69.45765937202664,0.12120862645600276,0.39690332326283984,0.6945765937202664,0.3185906289509066,0.373729568312274,2
M Vijay,2619,2149,121.87063750581666,1534.0,58.57197403589156,0.3020412870487833,0.30467659376454165,0.5857197403589156,0.3595675697255373,0.36009463106868894,1
M Vohra,1083,829,130.63932448733414,674.0,62.23453370267775,0.12489908891707992,0.3265983112183353,0.6223453370267775,0.28489810522939607,0.32523794968964714,0
MA Agarwal,2764,2066,133.78509196515006,1700.0,61.50506512301013,0.31876369507553914,0.3344627299128751,0.6150506512301013,0.38273079675765237,0.38587060372511955,0
MC Henriques,1000,788,126.90355329949239,516.0,51.6,0.11532695190866106,0.31725888324873097,0.516,0.2560411409289498,0.2964275271969638,1
MEK Hussey,1977,1612,122.64267990074443,1104.0,55.84218512898331,0.2280013839234229,0.30660669975186106,0.5584218512898331,0.3176670721452364,0.33338813531092404,1
MK Pandey,3951,3248,121.64408866995073,2056.0,52.03745887117186,0.45565678699111983,0.30411022167487683,0.5203745887117186,0.42313637774036666,0.3928270646771181,3
MK Tiwary,1695,1449,116.97722567287785,864.0,50.97345132743363,0.19547918348518048,0.2924430641821946,0.5097345132743363,0.2874194136521159,0.3068121897915187,1
ML Hayden,1107,806,137.34491315136478,748.0,67.57000903342367,0.1276669357628878,0.343362282878412,0.6757000903342367,0.3019821708118149,0.3451212402349197,0
MM Ali,1167,835,139.76047904191617,782.0,67.00942587832049,0.13458655287740745,0.34940119760479044,0.6700942587832048,0.3061324874767818,0.3490954164222584,0
MP Stoinis,2026,1400,144.7142857142857,1268.0,62.58637709772952,0.2336524045669473,0.3617857142857142,0.6258637709772952,0.35053467076464695,0.37616133270840035,0
MR Marsh,1292,904,142.92035398230087,866.0,67.02786377708978,0.14900242186599008,0.3573008849557522,0.6702786377708978,0.31574720397390027,0.35740689659185265,0
MS Bisla,798,702,113.67521367521367,510.0,63.90977443609023,0.09203090762311152,0.2841880341880342,0.6390977443609023,0.2590914129401465,0.297522838253131,1
MS Dhoni,5439,3957,137.45261561789235,3084.0,56.70159955874241,0.6272632914312075,0.34363153904473087,0.5670159955874241,0.5301243065465079,0.4733979560692125,3
Mandeep Singh,1706,1388,122.91066282420748,932.0,54.630715123094966,0.19674777995617576,0.3072766570605187,0.5463071512309496,0.2998183173424334,0.321924092763302,1
N Pooran,2293,1359,168.72700515084622,1634.0,71.26035761011775,0.2644447007265598,0.42181751287711555,0.7126035761011775,0.40128831944665005,0.4327628818767612,2
N Rana,2853,2086,136.76893576222434,1890.0,66.24605678233438,0.32902779379541,0.3419223394055609,0.6624605678233437,0.39958271228404196,0.40216162140607215,0
N Wadhera,719,503,142.94234592445326,474.0,65.92489568845619,0.08292007842232729,0.3573558648111332,0.6592489568845619,0.280516590031416,0.33540374730917716,0
NV Ojha,1554,1313,118.35491241431835,958.0,61.64736164736164,0.17921808326605929,0.29588728103579587,0.6164736164736164,0.30166994923849166,0.325003788792439,1
P Simran Singh,1355,887,152.76211950394588,990.0,73.06273062730627,0.15626801983623573,0.38190529875986473,0.7306273062730626,0.3388310608006898,0.3839585165854156,2
PA Patel,2848,2358,120.78032230703985,1754.0,61.58707865168539,0.3284511590358667,0.30195080576759964,0.6158707865168539,0.377984978551584,0.37268490789793063,1
PD Salt,1056,601,175.7071547420965,824.0,78.03030303030303,0.12178526121554607,0.4392678868552412,0.7803030303030303,0.34873360272495146,0.4122301278528905,2
PP Chawla,624,563,110.8348134991119,344.0,55.12820512820513,0.07196401799100449,0.27708703374777977,0.5512820512820513,0.22936452937624643,0.2703891325276015,1
PP Shaw,1892,1283,147.4668745128605,1318.0,69.66173361522199,0.21819859301118671,0.3686671862821512,0.6966173361522199,0.35902291962068267,0.3891166382748756,2
Q de Kock,3312,2472,133.98058252427185,2104.0,63.52657004830918,0.3819628647214854,0.33495145631067963,0.6352657004830918,0.418520009350565,0.4091177276684038,0
R Ashwin,833,705,118.15602836879432,430.0,51.62064825930373,0.09606735093991466,0.2953900709219858,0.5162064825930373,0.23989199326516053,0.2797565372615748,1
R Dravid,2174,1882,115.5154091392136,1244.0,57.22171113155474,0.25072079344942916,0.288788522848034,0.5722171113155474,0.3264403758422343,0.33405392172195525,1
R Parag,1570,1106,141.95298372513562,970.0,61.78343949044586,0.18106331449659785,0.35488245931283907,0.6178343949044586,0.3205632740230424,0.3553271029862906,0
R Tewatia,1112,811,137.11467324291,684.0,61.51079136690647,0.1282435705224311,0.34278668310727495,0.6151079136690647,0.289979372927211,0.33288799544417974,0
RA Jadeja,3260,2502,130.29576338928857,1662.0,50.98159509202455,0.375965863222235,0.3257394084732214,0.5098159509202455,0.38766794433713303,0.3776226533873303,1
RA Tripathi,2291,1662,137.8459687123947,1426.0,62.243561763422086,0.26421404682274247,0.34461492178098674,0.6224356176342208,0.3599786234725114,0.3760587984641603,0
RD Gaikwad,2502,1820,137.47252747252747,1494.0,59.71223021582733,0.28854803367546994,0.3436813186813187,0.5971223021582733,0.3668028728737852,0.377829529874955,0
RG Sharma,7048,5337,132.05920929361065,4378.0,62.11691259931895,0.8128243570522431,0.33014802323402664,0.6211691259931895,0.6296904106949675,0.5331551439313241,3
RK Singh,1099,757,145.1783355350066,684.0,62.23839854413102,0.1267443201476185,0.36294583883751647,0.6223839854413102,0.29673270881332625,0.3439730125513058,0
RM Patidar,1111,720,154.30555555555557,712.0,64.0864086408641,0.12812824357052244,0.3857638888888889,0.6408640864086409,0.30796610573365607,0.35949323479732936,0
RR Pant,3566,2417,147.53827058336782,2304.0,64.61020751542344,0.4112559105062853,0.36884567645841954,0.6461020751542343,0.44550207322151536,0.43702002641194226,0
RV Uthappa,4954,3801,130.33412259931595,3016.0,60.88009689140089,0.5713297197555068,0.32583530649828985,0.6088009689140089,0.5051756456100421,0.4560767629585988,3
S Badrinath,1441,1212,118.8943894389439,784.0,54.406662040249834,0.16618613770038057,0.29723597359735976,0.5440666204024983,0.28107718500989787,0.3072871521892937,1
S Dhawan,6769,5326,127.09350356740518,3990.0,58.94519131334023,0.7806481374697267,0.31773375891851297,0.5894519131334023,0.6035345790370977,0.510951703326855,3
S Dube,1859,1294,143.6630602782071,1164.0,62.61430876815493,0.2143928035982009,0.35915765069551775,0.6261430876815492,0.3401723145440656,0.36912528396352895,0
SA Yadav,4311,2901,148.6039296794209,2824.0,65.5068429598701,0.4971744896782378,0.3715098241985523,0.655068429598701,0.4910538780184248,0.4659209449224877,0
SC Ganguly,1349,1263,106.80918448139352,800.0,59.30318754633062,0.15557605812478376,0.2670229612034838,0.5930318754633062,0.2765012925160983,0.29879067313183827,1
SE Marsh,2489,1871,133.0304649919829,1544.0,62.03294495781439,0.28704878330065736,0.33257616247995725,0.6203294495781438,0.3673631303099446,0.37646860614580463,0
SK Raina,5536,4046,136.82649530400394,3248.0,58.67052023121387,0.6384500057663476,0.34206623826000987,0.5867052023121387,0.5391859148236045,0.47990916132233696,3
SM Curran,997,731,136.38850889192886,586.0,58.77632898696088,0.11498097105293507,0.34097127222982215,0.5877632898696088,0.27733452516933593,0.32253258540471336,0
SO Hetmyer,1488,980,151.83673469387756,934.0,62.76881720430107,0.17160650444008765,0.3795918367346939,0.6276881720430108,0.3252184376490541,0.36681550410797537,0
SP Narine,1780,1069,166.51075771749296,1452.0,81.57303370786518,0.2052819743974167,0.41627689429373244,0.8157303370786518,0.3906701229025584,0.43286910688182156,2
SPD Smith,2495,1945,128.2776349614396,1264.0,50.66132264529058,0.28774074501210933,0.32069408740359895,0.5066132264529059,0.3414012440177155,0.3479919124960134,1
SR Tendulkar,2334,1948,119.81519507186857,1358.0,58.183376178234795,0.2691731057548149,0.29953798767967144,0.5818337617823479,0.3408147015377785,0.34688767792274977,1
SR Watson,3880,2813,137.93103448275863,2648.0,68.24742268041237,0.44746857340560486,0.3448275862068966,0.6824742268041237,0.4636774079256961,0.44314921048595457,0
SS Iyer,3735,2800,133.39285714285714,2172.0,58.152610441767074,0.430746165378849,0.33348214285714284,0.5815261044176707,0.43172294643010145,0.4122701419257603,3
SS Tiwary,1494,1244,120.09646302250805,744.0,49.79919678714859,0.17229846615153963,0.3002411575562701,0.49799196787148586,0.275819973916948,0.3014085121978941,1
ST Jayasuriya,768,532,144.36090225563908,570.0,74.21875,0.08857109906585169,0.36090225563909767,0.7421875,0.30099372622465514,0.35545995753930437,2
STR Binny,880,683,128.84333821376282,474.0,53.86363636363637,0.10148771767962173,0.32210834553440704,0.5386363636363637,0.2551036352274057,0.2992277607983628,1
SV Samson,4704,3383,139.04818208690511,2830.0,60.16156462585034,0.5424979817783416,0.3476204552172628,0.6016156462585034,0.4958582567060503,0.45688275139383455,3
Shakib Al Hasan,795,639,124.4131455399061,418.0,52.57861635220126,0.09168492676738554,0.31103286384976525,0.5257861635220126,0.2443095552430249,0.28817914265950084,1
Shubman Gill,3866,2787,138.71546465733763,2202.0,56.95809622348681,0.44585399607888365,0.3467886616433441,0.5695809622348681,0.4408797889794187,0.4210667220923108,3
TL Suman,676,575,117.56521739130434,376.0,55.62130177514793,0.07796101949025487,0.29391304347826086,0.5562130177514792,0.23839702633890156,0.28158743113650275,1
TM Dilshan,1153,1007,114.49851042701091,704.0,61.05810928013877,0.13297197555068618,0.2862462760675273,0.6105810928013877,0.27447608915587884,0.30513094925924705,1
TM Head,1146,674,170.02967359050444,834.0,72.77486910994764,0.13216468688732558,0.4250741839762611,0.7277486910994765,0.3391543368564364,0.39773623627422355,2
Tilak Varma,1499,1038,144.41233140655106,896.0,59.77318212141428,0.1728751009110829,0.36103082851637763,0.5977318212141428,0.3142931632532833,0.3519243087743423,0
V Kohli,8671,6523,132.92963360416985,4848.0,55.91050628531888,1.0,0.3323240840104246,0.5591050628531888,0.7115182377737652,0.5779830545758501,3
V Sehwag,2728,1755,155.44159544159544,1972.0,72.28739002932552,0.31461192480682737,0.3886039886039886,0.7228739002932553,0.41846193904326134,0.4332603518026936,2
V Shankar,1233,950,129.78947368421052,640.0,51.9059205190592,0.14219813170337908,0.3244736842105263,0.519059205190592,0.2722530121529658,0.3087081226543953,1
VR Iyer,1468,1069,137.3246024321796,934.0,63.62397820163488,0.16929996540191442,0.343311506080449,0.6362397820163488,0.3148913909283617,0.3496936990640686,0
WP Saha,2934,2300,127.56521739130436,1706.0,58.14587593728698,0.3383692769000115,0.3189130434782609,0.5814587593728698,0.381150303368058,0.37725905668370785,1
Y Venugopal Rao,985,836,117.82296650717703,530.0,53.80710659898477,0.11359704763003114,0.2945574162679426,0.5380710659898477,0.2527799618933679,0.2889720356209502,1
YBK Jaiswal,2166,1417,152.85815102328863,1588.0,73.31486611265005,0.24979817783415983,0.3821453775582216,0.7331486611265006,0.3861724344098465,0.4126418743546589,2
YK Pathan,3222,2245,143.51893095768372,2018.0,62.63190564866542,0.3715834390497059,0.35879732739420933,0.6263190564866542,0.4186947290404466,0.41613750670934735,0
Yuvraj Singh,2754,2122,129.78322337417532,1766.0,64.12490922294843,0.3176104255564525,0.3244580584354383,0.6412490922294843,0.38439244875475465,0.3857619753305518,0
